workorderid,productid,operationsequence,locationid,scheduledstartdate,scheduledenddate,actualstartdate,actualenddate,actualresourcehrs,plannedcost,actualcost,modifieddate
37952,946,6,50,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.0,36.75,36.75,2013-06-28
37953,947,1,10,2013-06-17,2013-06-28,2013-06-26,2013-06-28,4.1,92.25,92.25,2013-06-28
37953,947,2,20,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.5,87.5,87.5,2013-06-28
37953,947,6,50,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.0,36.75,36.75,2013-06-28
37954,949,6,50,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.0,36.75,36.75,2013-06-28
37955,950,6,50,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.0,36.75,36.75,2013-06-28
37956,951,6,50,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.0,36.75,36.75,2013-06-28
37957,994,6,50,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.0,36.75,36.75,2013-06-28
37958,995,6,50,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.0,36.75,36.75,2013-06-28
37959,996,6,50,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.0,36.75,36.75,2013-06-28
37974,802,1,10,2013-06-17,2013-06-28,2013-06-26,2013-06-28,4.1,92.25,92.25,2013-06-28
37974,802,6,50,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.0,36.75,36.75,2013-06-28
37975,803,1,10,2013-06-17,2013-06-28,2013-06-26,2013-06-28,4.1,92.25,92.25,2013-06-28
37975,803,6,50,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.0,36.75,36.75,2013-06-28
37976,804,1,10,2013-06-17,2013-06-28,2013-06-26,2013-06-28,4.1,92.25,92.25,2013-06-28
37976,804,6,50,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.0,36.75,36.75,2013-06-28
37981,779,7,60,2013-06-18,2013-06-29,2013-06-18,2013-07-20,4.0,49.0,49.0,2013-07-20
37982,781,7,60,2013-06-18,2013-06-29,2013-06-18,2013-07-20,4.0,49.0,49.0,2013-07-20
37983,784,7,60,2013-06-18,2013-06-29,2013-06-18,2013-07-20,4.0,49.0,49.0,2013-07-20
37984,793,7,60,2013-06-18,2013-06-29,2013-06-18,2013-07-20,4.0,49.0,49.0,2013-07-20
37985,795,7,60,2013-06-18,2013-06-29,2013-06-18,2013-07-20,4.0,49.0,49.0,2013-07-20
37986,798,7,60,2013-06-18,2013-06-29,2013-06-18,2013-07-20,4.0,49.0,49.0,2013-07-20
37987,799,7,60,2013-06-18,2013-06-29,2013-06-18,2013-07-20,4.0,49.0,49.0,2013-07-20
37988,953,7,60,2013-06-18,2013-06-29,2013-06-18,2013-07-20,4.0,49.0,49.0,2013-07-20
37989,967,7,60,2013-06-18,2013-06-29,2013-06-18,2013-07-20,4.0,49.0,49.0,2013-07-20
37990,972,7,60,2013-06-18,2013-06-29,2013-06-18,2013-07-20,4.0,49.0,49.0,2013-07-20
37991,975,7,60,2013-06-18,2013-06-29,2013-06-18,2013-07-20,4.0,49.0,49.0,2013-07-20
37992,998,7,60,2013-06-18,2013-06-29,2013-06-18,2013-07-20,4.0,49.0,49.0,2013-07-20
37993,999,7,60,2013-06-18,2013-06-29,2013-06-18,2013-07-20,4.0,49.0,49.0,2013-07-20
37994,516,6,50,2013-06-18,2013-06-29,2013-06-18,2013-07-20,3.0,36.75,36.75,2013-07-20
37994,516,7,60,2013-06-18,2013-06-29,2013-06-18,2013-07-20,4.0,49.0,49.0,2013-07-20
37995,517,6,50,2013-06-18,2013-06-29,2013-06-18,2013-07-20,3.0,36.75,36.75,2013-07-20
37995,517,7,60,2013-06-18,2013-06-29,2013-06-18,2013-07-20,4.0,49.0,49.0,2013-07-20
37996,518,6,50,2013-06-18,2013-06-29,2013-06-18,2013-07-20,3.0,36.75,36.75,2013-07-20
37996,518,7,60,2013-06-18,2013-06-29,2013-06-18,2013-07-20,4.0,49.0,49.0,2013-07-20
37997,519,6,50,2013-06-18,2013-06-29,2013-06-18,2013-07-20,3.0,36.75,36.75,2013-07-20
37997,519,7,60,2013-06-18,2013-06-29,2013-06-18,2013-07-20,4.0,49.0,49.0,2013-07-20
37998,521,6,50,2013-06-18,2013-06-29,2013-06-18,2013-07-20,3.0,36.75,36.75,2013-07-20
37998,521,7,60,2013-06-18,2013-06-29,2013-06-18,2013-07-20,4.0,49.0,49.0,2013-07-20
37999,522,6,50,2013-06-18,2013-06-29,2013-06-18,2013-07-20,3.0,36.75,36.75,2013-07-20
37999,522,7,60,2013-06-18,2013-06-29,2013-06-18,2013-07-20,4.0,49.0,49.0,2013-07-20
38004,748,1,10,2013-06-18,2013-06-29,2013-06-18,2013-07-20,4.1,92.25,92.25,2013-07-20
38004,748,2,20,2013-06-18,2013-06-29,2013-06-18,2013-07-20,3.5,87.5,87.5,2013-07-20
38004,748,3,30,2013-06-18,2013-06-29,2013-06-18,2013-07-20,1.0,14.5,14.5,2013-07-20
38004,748,5,45,2013-06-18,2013-06-29,2013-06-18,2013-07-20,2.0,36.0,36.0,2013-07-20
38004,748,6,50,2013-06-18,2013-06-29,2013-06-18,2013-07-20,3.0,36.75,36.75,2013-07-20
38004,748,7,60,2013-06-18,2013-06-29,2013-06-18,2013-07-20,4.0,49.0,49.0,2013-07-20
38005,805,6,50,2013-06-18,2013-06-29,2013-06-18,2013-07-20,3.0,36.75,36.75,2013-07-20
38006,806,6,50,2013-06-18,2013-06-29,2013-06-18,2013-07-20,3.0,36.75,36.75,2013-07-20
38007,807,6,50,2013-06-18,2013-06-29,2013-06-18,2013-07-20,3.0,36.75,36.75,2013-07-20
38008,810,1,10,2013-06-18,2013-06-29,2013-06-18,2013-07-20,4.1,92.25,92.25,2013-07-20
38008,810,2,20,2013-06-18,2013-06-29,2013-06-18,2013-07-20,3.5,87.5,87.5,2013-07-20
38008,810,6,50,2013-06-18,2013-06-29,2013-06-18,2013-07-20,3.0,36.75,36.75,2013-07-20
38009,811,1,10,2013-06-18,2013-06-29,2013-06-18,2013-07-20,4.1,92.25,92.25,2013-07-20
38009,811,2,20,2013-06-18,2013-06-29,2013-06-18,2013-07-20,3.5,87.5,87.5,2013-07-20
38009,811,6,50,2013-06-18,2013-06-29,2013-06-18,2013-07-20,3.0,36.75,36.75,2013-07-20
38010,812,1,10,2013-06-18,2013-06-29,2013-06-18,2013-07-20,4.1,92.25,92.25,2013-07-20
38010,812,2,20,2013-06-18,2013-06-29,2013-06-18,2013-07-20,3.5,87.5,87.5,2013-07-20
38010,812,6,50,2013-06-18,2013-06-29,2013-06-18,2013-07-20,3.0,36.75,36.75,2013-07-20
38011,813,1,10,2013-06-18,2013-06-29,2013-06-18,2013-07-20,4.1,92.25,92.25,2013-07-20
38011,813,2,20,2013-06-18,2013-06-29,2013-06-18,2013-07-20,3.5,87.5,87.5,2013-07-20
38011,813,6,50,2013-06-18,2013-06-29,2013-06-18,2013-07-20,3.0,36.75,36.75,2013-07-20
38012,816,6,50,2013-06-18,2013-06-29,2013-06-18,2013-07-20,3.0,36.75,36.75,2013-07-20
38013,818,6,50,2013-06-18,2013-06-29,2013-06-18,2013-07-20,3.0,36.75,36.75,2013-07-20
38014,819,6,50,2013-06-18,2013-06-29,2013-06-18,2013-07-20,3.0,36.75,36.75,2013-07-20
38015,820,6,50,2013-06-18,2013-06-29,2013-06-18,2013-07-20,3.0,36.75,36.75,2013-07-20
38016,821,6,50,2013-06-18,2013-06-29,2013-06-18,2013-07-20,3.0,36.75,36.75,2013-07-20
38017,824,6,50,2013-06-18,2013-06-29,2013-06-18,2013-07-20,3.0,36.75,36.75,2013-07-20
38018,826,6,50,2013-06-18,2013-06-29,2013-06-18,2013-07-20,3.0,36.75,36.75,2013-07-20
38019,827,6,50,2013-06-18,2013-06-29,2013-06-18,2013-07-20,3.0,36.75,36.75,2013-07-20
38020,828,6,50,2013-06-18,2013-06-29,2013-06-18,2013-07-20,3.0,36.75,36.75,2013-07-20
38021,829,6,50,2013-06-18,2013-06-29,2013-06-18,2013-07-20,3.0,36.75,36.75,2013-07-20
38030,894,6,50,2013-06-18,2013-06-29,2013-06-18,2013-07-20,3.0,36.75,36.75,2013-07-20
38031,945,1,10,2013-06-18,2013-06-29,2013-06-18,2013-07-20,4.1,92.25,92.25,2013-07-20
38031,945,6,50,2013-06-18,2013-06-29,2013-06-18,2013-07-20,3.0,36.75,36.75,2013-07-20
38032,947,1,10,2013-06-18,2013-06-29,2013-06-18,2013-07-20,4.1,92.25,92.25,2013-07-20
38032,947,2,20,2013-06-18,2013-06-29,2013-06-18,2013-07-20,3.5,87.5,87.5,2013-07-20
38032,947,6,50,2013-06-18,2013-06-29,2013-06-18,2013-07-20,3.0,36.75,36.75,2013-07-20
38033,949,6,50,2013-06-18,2013-06-29,2013-06-18,2013-07-20,3.0,36.75,36.75,2013-07-20
38034,950,6,50,2013-06-18,2013-06-29,2013-06-18,2013-07-20,3.0,36.75,36.75,2013-07-20
38035,951,6,50,2013-06-18,2013-06-29,2013-06-18,2013-07-20,3.0,36.75,36.75,2013-07-20
38036,994,6,50,2013-06-18,2013-06-29,2013-06-18,2013-07-20,3.0,36.75,36.75,2013-07-20
38037,995,6,50,2013-06-18,2013-06-29,2013-06-18,2013-07-20,3.0,36.75,36.75,2013-07-20
38038,996,6,50,2013-06-18,2013-06-29,2013-06-18,2013-07-20,3.0,36.75,36.75,2013-07-20
38053,802,1,10,2013-06-18,2013-06-29,2013-06-18,2013-07-20,4.1,92.25,92.25,2013-07-20
38053,802,6,50,2013-06-18,2013-06-29,2013-06-18,2013-07-20,3.0,36.75,36.75,2013-07-20
38054,803,1,10,2013-06-18,2013-06-29,2013-06-18,2013-07-20,4.1,92.25,92.25,2013-07-20
38054,803,6,50,2013-06-18,2013-06-29,2013-06-18,2013-07-20,3.0,36.75,36.75,2013-07-20
38055,804,1,10,2013-06-18,2013-06-29,2013-06-18,2013-07-20,4.1,92.25,92.25,2013-07-20
38055,804,6,50,2013-06-18,2013-06-29,2013-06-18,2013-07-20,3.0,36.75,36.75,2013-07-20
38060,782,7,60,2013-06-19,2013-06-30,2013-06-30,2013-07-01,4.0,49.0,49.0,2013-07-01
38061,795,7,60,2013-06-19,2013-06-30,2013-06-30,2013-07-01,4.0,49.0,49.0,2013-07-01
38062,796,7,60,2013-06-19,2013-06-30,2013-06-30,2013-07-01,4.0,49.0,49.0,2013-07-01
38063,797,7,60,2013-06-19,2013-06-30,2013-06-30,2013-07-01,4.0,49.0,49.0,2013-07-01
38064,957,7,60,2013-06-19,2013-06-30,2013-06-30,2013-07-01,4.0,49.0,49.0,2013-07-01
38065,973,7,60,2013-06-19,2013-06-30,2013-06-30,2013-07-01,4.0,49.0,49.0,2013-07-01
38066,975,7,60,2013-06-19,2013-06-30,2013-06-30,2013-07-01,4.0,49.0,49.0,2013-07-01
38067,979,7,60,2013-06-19,2013-06-30,2013-06-30,2013-07-01,4.0,49.0,49.0,2013-07-01
38068,516,6,50,2013-06-19,2013-06-30,2013-06-30,2013-07-01,3.0,36.75,36.75,2013-07-01
38068,516,7,60,2013-06-19,2013-06-30,2013-06-30,2013-07-01,4.0,49.0,49.0,2013-07-01
38069,518,6,50,2013-06-19,2013-06-30,2013-06-30,2013-07-01,3.0,36.75,36.75,2013-07-01
38069,518,7,60,2013-06-19,2013-06-30,2013-06-30,2013-07-01,4.0,49.0,49.0,2013-07-01
38070,519,6,50,2013-06-19,2013-06-30,2013-06-30,2013-07-01,3.0,36.75,36.75,2013-07-01
38070,519,7,60,2013-06-19,2013-06-30,2013-06-30,2013-07-01,4.0,49.0,49.0,2013-07-01
38071,520,6,50,2013-06-19,2013-06-30,2013-06-30,2013-07-01,3.0,36.75,36.75,2013-07-01
38071,520,7,60,2013-06-19,2013-06-30,2013-06-30,2013-07-01,4.0,49.0,49.0,2013-07-01
38072,522,6,50,2013-06-19,2013-06-30,2013-06-30,2013-07-01,3.0,36.75,36.75,2013-07-01
38072,522,7,60,2013-06-19,2013-06-30,2013-06-30,2013-07-01,4.0,49.0,49.0,2013-07-01
38074,747,1,10,2013-06-19,2013-06-30,2013-06-30,2013-07-01,4.1,92.25,92.25,2013-07-01
38074,747,2,20,2013-06-19,2013-06-30,2013-06-30,2013-07-01,3.5,87.5,87.5,2013-07-01
38074,747,3,30,2013-06-19,2013-06-30,2013-06-30,2013-07-01,1.0,14.5,14.5,2013-07-01
38074,747,4,40,2013-06-19,2013-06-30,2013-06-30,2013-07-01,2.0,31.5,31.5,2013-07-01
38074,747,6,50,2013-06-19,2013-06-30,2013-06-30,2013-07-01,3.0,36.75,36.75,2013-07-01
38074,747,7,60,2013-06-19,2013-06-30,2013-06-30,2013-07-01,4.0,49.0,49.0,2013-07-01
38075,805,6,50,2013-06-19,2013-06-30,2013-06-30,2013-07-01,3.0,36.75,36.75,2013-07-01
38076,806,6,50,2013-06-19,2013-06-30,2013-06-30,2013-07-01,3.0,36.75,36.75,2013-07-01
38077,807,6,50,2013-06-19,2013-06-30,2013-06-30,2013-07-01,3.0,36.75,36.75,2013-07-01
38078,810,1,10,2013-06-19,2013-06-30,2013-06-30,2013-07-01,4.1,92.25,92.25,2013-07-01
38078,810,2,20,2013-06-19,2013-06-30,2013-06-30,2013-07-01,3.5,87.5,87.5,2013-07-01
38078,810,6,50,2013-06-19,2013-06-30,2013-06-30,2013-07-01,3.0,36.75,36.75,2013-07-01
38079,812,1,10,2013-06-19,2013-06-30,2013-06-30,2013-07-01,4.1,92.25,92.25,2013-07-01
38079,812,2,20,2013-06-19,2013-06-30,2013-06-30,2013-07-01,3.5,87.5,87.5,2013-07-01
38079,812,6,50,2013-06-19,2013-06-30,2013-06-30,2013-07-01,3.0,36.75,36.75,2013-07-01
38080,813,1,10,2013-06-19,2013-06-30,2013-06-30,2013-07-01,4.1,92.25,92.25,2013-07-01
38080,813,2,20,2013-06-19,2013-06-30,2013-06-30,2013-07-01,3.5,87.5,87.5,2013-07-01
38080,813,6,50,2013-06-19,2013-06-30,2013-06-30,2013-07-01,3.0,36.75,36.75,2013-07-01
38081,816,6,50,2013-06-19,2013-06-30,2013-06-30,2013-07-01,3.0,36.75,36.75,2013-07-01
38082,819,6,50,2013-06-19,2013-06-30,2013-06-30,2013-07-01,3.0,36.75,36.75,2013-07-01
38083,820,6,50,2013-06-19,2013-06-30,2013-06-30,2013-07-01,3.0,36.75,36.75,2013-07-01
38084,821,6,50,2013-06-19,2013-06-30,2013-06-30,2013-07-01,3.0,36.75,36.75,2013-07-01
38085,822,1,10,2013-06-19,2013-06-30,2013-06-30,2013-07-01,4.1,92.25,92.25,2013-07-01
38085,822,2,20,2013-06-19,2013-06-30,2013-06-30,2013-07-01,3.5,87.5,87.5,2013-07-01
38085,822,3,30,2013-06-19,2013-06-30,2013-06-30,2013-07-01,1.0,14.5,14.5,2013-07-01
38085,822,4,40,2013-06-19,2013-06-30,2013-06-30,2013-07-01,2.0,31.5,31.5,2013-07-01
38085,822,6,50,2013-06-19,2013-06-30,2013-06-30,2013-07-01,3.0,36.75,36.75,2013-07-01
38085,822,7,60,2013-06-19,2013-06-30,2013-06-30,2013-07-01,4.0,49.0,49.0,2013-07-01
38086,824,6,50,2013-06-19,2013-06-30,2013-06-30,2013-07-01,3.0,36.75,36.75,2013-07-01
38087,827,6,50,2013-06-19,2013-06-30,2013-06-30,2013-07-01,3.0,36.75,36.75,2013-07-01
38088,828,6,50,2013-06-19,2013-06-30,2013-06-30,2013-07-01,3.0,36.75,36.75,2013-07-01
38089,829,6,50,2013-06-19,2013-06-30,2013-06-30,2013-07-01,3.0,36.75,36.75,2013-07-01
38094,894,6,50,2013-06-19,2013-06-30,2013-06-30,2013-07-01,3.0,36.75,36.75,2013-07-01
38096,945,1,10,2013-06-19,2013-06-30,2013-06-30,2013-07-01,4.1,92.25,92.25,2013-07-01
38096,945,6,50,2013-06-19,2013-06-30,2013-06-30,2013-07-01,3.0,36.75,36.75,2013-07-01
38097,946,1,10,2013-06-19,2013-06-30,2013-06-30,2013-07-01,4.1,92.25,92.25,2013-07-01
38097,946,2,20,2013-06-19,2013-06-30,2013-06-30,2013-07-01,3.5,87.5,87.5,2013-07-01
38097,946,6,50,2013-06-19,2013-06-30,2013-06-30,2013-07-01,3.0,36.75,36.75,2013-07-01
38098,947,1,10,2013-06-19,2013-06-30,2013-06-30,2013-07-01,4.1,92.25,92.25,2013-07-01
38098,947,2,20,2013-06-19,2013-06-30,2013-06-30,2013-07-01,3.5,87.5,87.5,2013-07-01
38098,947,6,50,2013-06-19,2013-06-30,2013-06-30,2013-07-01,3.0,36.75,36.75,2013-07-01
38099,949,6,50,2013-06-19,2013-06-30,2013-06-30,2013-07-01,3.0,36.75,36.75,2013-07-01
38100,950,6,50,2013-06-19,2013-06-30,2013-06-30,2013-07-01,3.0,36.75,36.75,2013-07-01
38101,951,6,50,2013-06-19,2013-06-30,2013-06-30,2013-07-01,3.0,36.75,36.75,2013-07-01
38102,994,6,50,2013-06-19,2013-06-30,2013-06-30,2013-07-01,3.0,36.75,36.75,2013-07-01
38103,995,6,50,2013-06-19,2013-06-30,2013-06-30,2013-07-01,3.0,36.75,36.75,2013-07-01
38104,996,6,50,2013-06-19,2013-06-30,2013-06-30,2013-07-01,3.0,36.75,36.75,2013-07-01
38118,802,1,10,2013-06-19,2013-06-30,2013-06-30,2013-07-01,4.1,92.25,92.25,2013-07-01
38118,802,6,50,2013-06-19,2013-06-30,2013-06-30,2013-07-01,3.0,36.75,36.75,2013-07-01
38119,803,1,10,2013-06-19,2013-06-30,2013-06-30,2013-07-01,4.1,92.25,92.25,2013-07-01
38119,803,6,50,2013-06-19,2013-06-30,2013-06-30,2013-07-01,3.0,36.75,36.75,2013-07-01
38120,804,1,10,2013-06-19,2013-06-30,2013-06-30,2013-07-01,4.1,92.25,92.25,2013-07-01
38120,804,6,50,2013-06-19,2013-06-30,2013-06-30,2013-07-01,3.0,36.75,36.75,2013-07-01
38125,782,7,60,2013-06-20,2013-07-01,2013-06-20,2013-07-01,4.0,49.0,49.0,2013-07-01
38126,784,7,60,2013-06-20,2013-07-01,2013-06-20,2013-07-01,4.0,49.0,49.0,2013-07-01
38127,800,7,60,2013-06-20,2013-07-01,2013-06-20,2013-07-01,4.0,49.0,49.0,2013-07-01
38128,953,7,60,2013-06-20,2013-07-01,2013-06-20,2013-07-01,4.0,49.0,49.0,2013-07-01
38129,954,7,60,2013-06-20,2013-07-01,2013-06-20,2013-07-01,4.0,49.0,49.0,2013-07-01
38130,974,7,60,2013-06-20,2013-07-01,2013-06-20,2013-07-01,4.0,49.0,49.0,2013-07-01
38131,976,7,60,2013-06-20,2013-07-01,2013-06-20,2013-07-01,4.0,49.0,49.0,2013-07-01
38132,977,7,60,2013-06-20,2013-07-01,2013-06-20,2013-07-01,4.0,49.0,49.0,2013-07-01
38133,997,7,60,2013-06-20,2013-07-01,2013-06-20,2013-07-01,4.0,49.0,49.0,2013-07-01
38134,998,7,60,2013-06-20,2013-07-01,2013-06-20,2013-07-01,4.0,49.0,49.0,2013-07-01
38135,999,7,60,2013-06-20,2013-07-01,2013-06-20,2013-07-01,4.0,49.0,49.0,2013-07-01
38136,516,6,50,2013-06-20,2013-07-01,2013-06-20,2013-07-01,3.0,36.75,36.75,2013-07-01
38136,516,7,60,2013-06-20,2013-07-01,2013-06-20,2013-07-01,4.0,49.0,49.0,2013-07-01
38137,517,6,50,2013-06-20,2013-07-01,2013-06-20,2013-07-01,3.0,36.75,36.75,2013-07-01
38137,517,7,60,2013-06-20,2013-07-01,2013-06-20,2013-07-01,4.0,49.0,49.0,2013-07-01
38138,518,6,50,2013-06-20,2013-07-01,2013-06-20,2013-07-01,3.0,36.75,36.75,2013-07-01
38138,518,7,60,2013-06-20,2013-07-01,2013-06-20,2013-07-01,4.0,49.0,49.0,2013-07-01
38139,521,6,50,2013-06-20,2013-07-01,2013-06-20,2013-07-01,3.0,36.75,36.75,2013-07-01
38139,521,7,60,2013-06-20,2013-07-01,2013-06-20,2013-07-01,4.0,49.0,49.0,2013-07-01
38140,522,6,50,2013-06-20,2013-07-01,2013-06-20,2013-07-01,3.0,36.75,36.75,2013-07-01
38140,522,7,60,2013-06-20,2013-07-01,2013-06-20,2013-07-01,4.0,49.0,49.0,2013-07-01
38146,747,1,10,2013-06-20,2013-07-01,2013-06-20,2013-07-01,4.1,92.25,92.25,2013-07-01
38146,747,2,20,2013-06-20,2013-07-01,2013-06-20,2013-07-01,3.5,87.5,87.5,2013-07-01
38146,747,3,30,2013-06-20,2013-07-01,2013-06-20,2013-07-01,1.0,14.5,14.5,2013-07-01
38146,747,4,40,2013-06-20,2013-07-01,2013-06-20,2013-07-01,2.0,31.5,31.5,2013-07-01
38146,747,6,50,2013-06-20,2013-07-01,2013-06-20,2013-07-01,3.0,36.75,36.75,2013-07-01
38146,747,7,60,2013-06-20,2013-07-01,2013-06-20,2013-07-01,4.0,49.0,49.0,2013-07-01
38147,805,6,50,2013-06-20,2013-07-01,2013-06-20,2013-07-01,3.0,36.75,36.75,2013-07-01
38148,806,6,50,2013-06-20,2013-07-01,2013-06-20,2013-07-01,3.0,36.75,36.75,2013-07-01
38149,807,6,50,2013-06-20,2013-07-01,2013-06-20,2013-07-01,3.0,36.75,36.75,2013-07-01
38150,810,1,10,2013-06-20,2013-07-01,2013-06-20,2013-07-01,4.1,92.25,92.25,2013-07-01
38150,810,2,20,2013-06-20,2013-07-01,2013-06-20,2013-07-01,3.5,87.5,87.5,2013-07-01
38150,810,6,50,2013-06-20,2013-07-01,2013-06-20,2013-07-01,3.0,36.75,36.75,2013-07-01
38151,811,1,10,2013-06-20,2013-07-01,2013-06-20,2013-07-01,4.1,92.25,92.25,2013-07-01
38151,811,2,20,2013-06-20,2013-07-01,2013-06-20,2013-07-01,3.5,87.5,87.5,2013-07-01
38151,811,6,50,2013-06-20,2013-07-01,2013-06-20,2013-07-01,3.0,36.75,36.75,2013-07-01
38152,812,1,10,2013-06-20,2013-07-01,2013-06-20,2013-07-01,4.1,92.25,92.25,2013-07-01
38152,812,2,20,2013-06-20,2013-07-01,2013-06-20,2013-07-01,3.5,87.5,87.5,2013-07-01
38152,812,6,50,2013-06-20,2013-07-01,2013-06-20,2013-07-01,3.0,36.75,36.75,2013-07-01
38153,816,6,50,2013-06-20,2013-07-01,2013-06-20,2013-07-01,3.0,36.75,36.75,2013-07-01
38154,818,6,50,2013-06-20,2013-07-01,2013-06-20,2013-07-01,3.0,36.75,36.75,2013-07-01
38155,819,6,50,2013-06-20,2013-07-01,2013-06-20,2013-07-01,3.0,36.75,36.75,2013-07-01
38156,821,6,50,2013-06-20,2013-07-01,2013-06-20,2013-07-01,3.0,36.75,36.75,2013-07-01
38157,824,6,50,2013-06-20,2013-07-01,2013-06-20,2013-07-01,3.0,36.75,36.75,2013-07-01
38158,826,6,50,2013-06-20,2013-07-01,2013-06-20,2013-07-01,3.0,36.75,36.75,2013-07-01
38159,827,6,50,2013-06-20,2013-07-01,2013-06-20,2013-07-01,3.0,36.75,36.75,2013-07-01
38160,829,6,50,2013-06-20,2013-07-01,2013-06-20,2013-07-01,3.0,36.75,36.75,2013-07-01
38166,894,6,50,2013-06-20,2013-07-01,2013-06-20,2013-07-01,3.0,36.75,36.75,2013-07-01
38167,945,1,10,2013-06-20,2013-07-01,2013-06-20,2013-07-01,4.1,92.25,92.25,2013-07-01
38167,945,6,50,2013-06-20,2013-07-01,2013-06-20,2013-07-01,3.0,36.75,36.75,2013-07-01
38168,947,1,10,2013-06-20,2013-07-01,2013-06-20,2013-07-01,4.1,92.25,92.25,2013-07-01
38168,947,2,20,2013-06-20,2013-07-01,2013-06-20,2013-07-01,3.5,87.5,87.5,2013-07-01
38168,947,6,50,2013-06-20,2013-07-01,2013-06-20,2013-07-01,3.0,36.75,36.75,2013-07-01
38169,949,6,50,2013-06-20,2013-07-01,2013-06-20,2013-07-01,3.0,36.75,36.75,2013-07-01
38170,950,6,50,2013-06-20,2013-07-01,2013-06-20,2013-07-01,3.0,36.75,36.75,2013-07-01
38171,951,6,50,2013-06-20,2013-07-01,2013-06-20,2013-07-01,3.0,36.75,36.75,2013-07-01
38172,994,6,50,2013-06-20,2013-07-01,2013-06-20,2013-07-01,3.0,36.75,36.75,2013-07-01
38173,995,6,50,2013-06-20,2013-07-01,2013-06-20,2013-07-01,3.0,36.75,36.75,2013-07-01
38174,996,6,50,2013-06-20,2013-07-01,2013-06-20,2013-07-01,3.0,36.75,36.75,2013-07-01
38189,802,1,10,2013-06-20,2013-07-01,2013-06-20,2013-07-01,4.1,92.25,92.25,2013-07-01
38189,802,6,50,2013-06-20,2013-07-01,2013-06-20,2013-07-01,3.0,36.75,36.75,2013-07-01
38190,803,1,10,2013-06-20,2013-07-01,2013-06-20,2013-07-01,4.1,92.25,92.25,2013-07-01
38190,803,6,50,2013-06-20,2013-07-01,2013-06-20,2013-07-01,3.0,36.75,36.75,2013-07-01
38191,804,1,10,2013-06-20,2013-07-01,2013-06-20,2013-07-01,4.1,92.25,92.25,2013-07-01
38191,804,6,50,2013-06-20,2013-07-01,2013-06-20,2013-07-01,3.0,36.75,36.75,2013-07-01
38196,779,7,60,2013-06-21,2013-07-02,2013-07-04,2013-07-05,4.0,49.0,49.0,2013-07-05
38197,782,7,60,2013-06-21,2013-07-02,2013-07-04,2013-07-05,4.0,49.0,49.0,2013-07-05
38198,784,7,60,2013-06-21,2013-07-02,2013-07-04,2013-07-05,4.0,49.0,49.0,2013-07-05
38199,792,7,60,2013-06-21,2013-07-02,2013-07-04,2013-07-05,4.0,49.0,49.0,2013-07-05
38200,793,7,60,2013-06-21,2013-07-02,2013-07-04,2013-07-05,4.0,49.0,49.0,2013-07-05
38201,795,7,60,2013-06-21,2013-07-02,2013-07-04,2013-07-05,4.0,49.0,49.0,2013-07-05
38202,799,7,60,2013-06-21,2013-07-02,2013-07-04,2013-07-05,4.0,49.0,49.0,2013-07-05
38203,800,7,60,2013-06-21,2013-07-02,2013-07-04,2013-07-05,4.0,49.0,49.0,2013-07-05
38204,801,7,60,2013-06-21,2013-07-02,2013-07-04,2013-07-05,4.0,49.0,49.0,2013-07-05
38205,967,7,60,2013-06-21,2013-07-02,2013-07-04,2013-07-05,4.0,49.0,49.0,2013-07-05
38206,970,7,60,2013-06-21,2013-07-02,2013-07-04,2013-07-05,4.0,49.0,49.0,2013-07-05
38207,973,7,60,2013-06-21,2013-07-02,2013-07-04,2013-07-05,4.0,49.0,49.0,2013-07-05
38208,975,7,60,2013-06-21,2013-07-02,2013-07-04,2013-07-05,4.0,49.0,49.0,2013-07-05
38209,978,7,60,2013-06-21,2013-07-02,2013-07-04,2013-07-05,4.0,49.0,49.0,2013-07-05
38210,987,7,60,2013-06-21,2013-07-02,2013-07-04,2013-07-05,4.0,49.0,49.0,2013-07-05
38211,988,7,60,2013-06-21,2013-07-02,2013-07-04,2013-07-05,4.0,49.0,49.0,2013-07-05
38212,997,7,60,2013-06-21,2013-07-02,2013-07-04,2013-07-05,4.0,49.0,49.0,2013-07-05
38213,999,7,60,2013-06-21,2013-07-02,2013-07-04,2013-07-05,4.0,49.0,49.0,2013-07-05
38214,514,6,50,2013-06-21,2013-07-02,2013-07-04,2013-07-05,3.0,36.75,36.75,2013-07-05
38214,514,7,60,2013-06-21,2013-07-02,2013-07-04,2013-07-05,4.0,49.0,49.0,2013-07-05
38215,516,6,50,2013-06-21,2013-07-02,2013-07-04,2013-07-05,3.0,36.75,36.75,2013-07-05
38215,516,7,60,2013-06-21,2013-07-02,2013-07-04,2013-07-05,4.0,49.0,49.0,2013-07-05
