workorderid,productid,orderqty,scrappedqty,startdate,enddate,duedate,scrapreasonid,modifieddate
29176,820,2,0,2013-01-28,2013-02-08,2013-02-08,,2013-02-08
29177,824,1,0,2013-01-28,2013-02-08,2013-02-08,,2013-02-08
29178,826,4,0,2013-01-28,2013-02-08,2013-02-08,,2013-02-08
29179,828,2,0,2013-01-28,2013-02-08,2013-02-08,,2013-02-08
29180,894,7,0,2013-01-28,2013-02-08,2013-02-08,,2013-02-08
29181,945,7,0,2013-01-28,2013-02-08,2013-02-08,,2013-02-08
29182,950,7,0,2013-01-28,2013-02-08,2013-02-08,,2013-02-08
29183,994,4,0,2013-01-28,2013-02-08,2013-02-08,,2013-02-08
29184,995,1,0,2013-01-28,2013-02-08,2013-02-08,,2013-02-08
29185,996,2,0,2013-01-28,2013-02-08,2013-02-08,,2013-02-08
29186,3,70,2,2013-01-28,2013-02-07,2013-02-08,14.0,2013-02-07
29187,324,14,0,2013-01-28,2013-02-07,2013-02-08,,2013-02-07
29188,327,7,0,2013-01-28,2013-02-07,2013-02-08,,2013-02-07
29189,328,2,0,2013-01-28,2013-02-07,2013-02-08,,2013-02-07
29190,329,12,0,2013-01-28,2013-02-07,2013-02-08,,2013-02-07
29191,398,7,0,2013-01-28,2013-02-07,2013-02-08,,2013-02-07
29192,399,7,0,2013-01-28,2013-02-07,2013-02-08,,2013-02-07
29193,400,8,0,2013-01-28,2013-02-07,2013-02-08,,2013-02-07
29194,401,6,0,2013-01-28,2013-02-07,2013-02-08,,2013-02-07
29195,529,7,0,2013-01-28,2013-02-07,2013-02-08,,2013-02-07
29196,532,28,0,2013-01-28,2013-02-07,2013-02-08,,2013-02-07
29197,533,7,0,2013-01-28,2013-02-07,2013-02-08,,2013-02-07
29198,534,7,0,2013-01-28,2013-02-07,2013-02-08,,2013-02-07
29199,802,4,0,2013-01-28,2013-02-08,2013-02-08,,2013-02-08
29200,804,3,0,2013-01-28,2013-02-08,2013-02-08,,2013-02-08
29201,316,14,0,2013-01-28,2013-02-07,2013-02-08,,2013-02-07
29202,331,14,0,2013-01-28,2013-02-07,2013-02-08,,2013-02-07
29203,350,7,0,2013-01-28,2013-02-07,2013-02-08,,2013-02-07
29204,531,7,0,2013-01-28,2013-02-07,2013-02-08,,2013-02-07
29205,793,2,0,2013-01-29,2013-02-12,2013-02-09,,2013-02-12
29206,797,1,0,2013-01-29,2013-02-12,2013-02-09,,2013-02-12
29207,518,1,0,2013-01-29,2013-02-12,2013-02-09,,2013-02-12
29208,519,2,0,2013-01-29,2013-02-12,2013-02-09,,2013-02-12
29209,806,3,0,2013-01-29,2013-02-12,2013-02-09,,2013-02-12
29210,812,1,0,2013-01-29,2013-02-12,2013-02-09,,2013-02-12
29211,813,2,0,2013-01-29,2013-02-12,2013-02-09,,2013-02-12
29212,819,1,0,2013-01-29,2013-02-12,2013-02-09,,2013-02-12
29213,820,2,0,2013-01-29,2013-02-12,2013-02-09,,2013-02-12
29214,822,1,0,2013-01-29,2013-02-12,2013-02-09,,2013-02-12
29215,827,1,0,2013-01-29,2013-02-12,2013-02-09,,2013-02-12
29216,828,2,0,2013-01-29,2013-02-12,2013-02-09,,2013-02-12
29217,838,2,0,2013-01-29,2013-02-08,2013-02-09,,2013-02-08
29218,894,3,0,2013-01-29,2013-02-12,2013-02-09,,2013-02-12
29219,945,3,0,2013-01-29,2013-02-12,2013-02-09,,2013-02-12
29220,950,3,0,2013-01-29,2013-02-12,2013-02-09,,2013-02-12
29221,994,1,0,2013-01-29,2013-02-12,2013-02-09,,2013-02-12
29222,996,2,0,2013-01-29,2013-02-12,2013-02-09,,2013-02-12
29223,3,30,0,2013-01-29,2013-02-08,2013-02-09,,2013-02-08
29224,324,6,0,2013-01-29,2013-02-08,2013-02-09,,2013-02-08
29225,327,3,0,2013-01-29,2013-02-08,2013-02-09,,2013-02-08
29226,329,6,0,2013-01-29,2013-02-08,2013-02-09,,2013-02-08
29227,398,3,0,2013-01-29,2013-02-08,2013-02-09,,2013-02-08
29228,399,3,0,2013-01-29,2013-02-08,2013-02-09,,2013-02-08
29229,401,6,0,2013-01-29,2013-02-08,2013-02-09,,2013-02-08
29230,529,3,0,2013-01-29,2013-02-08,2013-02-09,,2013-02-08
29231,532,12,0,2013-01-29,2013-02-08,2013-02-09,,2013-02-08
29232,533,3,0,2013-01-29,2013-02-08,2013-02-09,,2013-02-08
29233,534,3,0,2013-01-29,2013-02-08,2013-02-09,,2013-02-08
29234,803,1,0,2013-01-29,2013-02-12,2013-02-09,,2013-02-12
29235,804,2,0,2013-01-29,2013-02-12,2013-02-09,,2013-02-12
29236,316,6,0,2013-01-29,2013-02-08,2013-02-09,,2013-02-08
29237,331,6,0,2013-01-29,2013-02-08,2013-02-09,,2013-02-08
29238,350,3,0,2013-01-29,2013-02-08,2013-02-09,,2013-02-08
29239,531,3,0,2013-01-29,2013-02-08,2013-02-09,,2013-02-08
29240,760,1,0,2013-01-30,2013-02-10,2013-02-10,,2013-02-10
29241,764,1,0,2013-01-30,2013-02-10,2013-02-10,,2013-02-10
29242,766,1,0,2013-01-30,2013-02-10,2013-02-10,,2013-02-10
29243,781,2,0,2013-01-30,2013-02-10,2013-02-10,,2013-02-10
29244,782,1,0,2013-01-30,2013-02-10,2013-02-10,,2013-02-10
29245,783,1,0,2013-01-30,2013-02-10,2013-02-10,,2013-02-10
29246,795,1,0,2013-01-30,2013-02-10,2013-02-10,,2013-02-10
29247,516,4,0,2013-01-30,2013-02-10,2013-02-10,,2013-02-10
29248,517,3,0,2013-01-30,2013-02-10,2013-02-10,,2013-02-10
29249,519,1,0,2013-01-30,2013-02-10,2013-02-10,,2013-02-10
29250,723,1,0,2013-01-30,2013-02-09,2013-02-10,,2013-02-09
29251,727,1,0,2013-01-30,2013-02-09,2013-02-10,,2013-02-09
29252,729,1,0,2013-01-30,2013-02-09,2013-02-10,,2013-02-09
29253,742,2,0,2013-01-30,2013-02-09,2013-02-10,,2013-02-09
29254,743,1,0,2013-01-30,2013-02-09,2013-02-10,,2013-02-09
29255,747,1,0,2013-01-30,2013-02-10,2013-02-10,,2013-02-10
29256,806,8,0,2013-01-30,2013-02-10,2013-02-10,,2013-02-10
29257,810,4,0,2013-01-30,2013-02-10,2013-02-10,,2013-02-10
29258,811,3,0,2013-01-30,2013-02-10,2013-02-10,,2013-02-10
29259,813,1,0,2013-01-30,2013-02-10,2013-02-10,,2013-02-10
29260,816,4,0,2013-01-30,2013-02-10,2013-02-10,,2013-02-10
29261,818,3,0,2013-01-30,2013-02-10,2013-02-10,,2013-02-10
29262,820,1,0,2013-01-30,2013-02-10,2013-02-10,,2013-02-10
29263,824,4,0,2013-01-30,2013-02-10,2013-02-10,,2013-02-10
29264,826,3,0,2013-01-30,2013-02-10,2013-02-10,,2013-02-10
29265,828,1,0,2013-01-30,2013-02-10,2013-02-10,,2013-02-10
29266,840,1,0,2013-01-30,2013-02-09,2013-02-10,,2013-02-09
29267,894,8,0,2013-01-30,2013-02-10,2013-02-10,,2013-02-10
29268,945,8,0,2013-01-30,2013-02-10,2013-02-10,,2013-02-10
29269,950,8,0,2013-01-30,2013-02-10,2013-02-10,,2013-02-10
29270,994,3,0,2013-01-30,2013-02-10,2013-02-10,,2013-02-10
29271,995,4,0,2013-01-30,2013-02-10,2013-02-10,,2013-02-10
29272,996,1,0,2013-01-30,2013-02-10,2013-02-10,,2013-02-10
29273,3,80,0,2013-01-30,2013-02-09,2013-02-10,,2013-02-09
29274,324,16,0,2013-01-30,2013-02-09,2013-02-10,,2013-02-09
29275,327,8,0,2013-01-30,2013-02-09,2013-02-10,,2013-02-09
29276,328,8,0,2013-01-30,2013-02-09,2013-02-10,,2013-02-09
29277,329,8,0,2013-01-30,2013-02-09,2013-02-10,,2013-02-09
29278,398,8,0,2013-01-30,2013-02-09,2013-02-10,,2013-02-09
29279,399,8,0,2013-01-30,2013-02-09,2013-02-10,,2013-02-09
29280,400,6,0,2013-01-30,2013-02-09,2013-02-10,,2013-02-09
29281,401,10,0,2013-01-30,2013-02-09,2013-02-10,,2013-02-09
29282,529,8,0,2013-01-30,2013-02-09,2013-02-10,,2013-02-09
29283,532,32,0,2013-01-30,2013-02-09,2013-02-10,,2013-02-09
29284,533,8,0,2013-01-30,2013-02-09,2013-02-10,,2013-02-09
29285,534,8,0,2013-01-30,2013-02-09,2013-02-10,,2013-02-09
29286,802,3,0,2013-01-30,2013-02-10,2013-02-10,,2013-02-10
29287,804,5,0,2013-01-30,2013-02-10,2013-02-10,,2013-02-10
29288,316,16,0,2013-01-30,2013-02-09,2013-02-10,,2013-02-09
29289,331,16,0,2013-01-30,2013-02-09,2013-02-10,,2013-02-09
29290,350,8,0,2013-01-30,2013-02-09,2013-02-10,,2013-02-09
29291,531,8,0,2013-01-30,2013-02-09,2013-02-10,,2013-02-09
29292,722,13,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29293,725,22,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29294,726,10,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29295,729,22,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29296,730,14,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29297,738,21,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29298,742,20,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29299,743,24,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29300,747,15,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29301,748,28,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29302,759,12,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29303,760,74,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29304,761,78,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29305,762,109,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29306,763,81,2,2013-01-31,2013-02-16,2013-02-11,1.0,2013-02-16
29307,764,43,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29308,765,80,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29309,766,47,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29310,767,18,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29311,768,42,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29312,769,21,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29313,770,95,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29314,779,64,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29315,780,53,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29316,781,59,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29317,782,72,1,2013-01-31,2013-02-16,2013-02-11,3.0,2013-02-16
29318,783,62,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29319,784,49,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29320,785,54,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29321,786,55,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29322,787,54,1,2013-01-31,2013-02-16,2013-02-11,4.0,2013-02-16
29323,788,54,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29324,789,46,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29325,790,32,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29326,791,26,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29327,792,27,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29328,793,36,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29329,794,40,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29330,795,21,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29331,796,27,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29332,797,45,1,2013-01-31,2013-02-16,2013-02-11,5.0,2013-02-16
29333,798,37,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29334,799,22,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29335,800,22,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29336,801,46,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29337,804,30,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29338,806,65,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29339,807,15,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29340,808,32,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29341,809,48,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29342,814,19,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29343,815,30,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29344,820,7,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29345,822,27,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29346,824,59,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29347,825,49,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29348,826,39,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29349,831,25,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29350,832,48,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29351,835,34,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29352,836,20,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29353,515,217,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29354,516,359,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29355,517,700,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29356,518,172,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29357,519,255,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29358,680,27,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29359,706,27,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29360,718,46,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29361,719,32,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29362,720,26,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29363,722,80,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29364,723,47,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29365,724,18,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29366,725,109,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29367,726,81,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29368,727,43,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29369,728,12,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29370,729,74,1,2013-01-31,2013-02-10,2013-02-11,12.0,2013-02-10
29371,730,78,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29372,736,42,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29373,737,21,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29374,738,95,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29375,739,53,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29376,742,59,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29377,743,62,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29378,746,49,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29379,747,72,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29380,748,64,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29381,806,1703,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29382,809,217,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29383,810,359,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29384,811,700,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29385,812,172,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29386,813,255,7,2013-01-31,2013-02-16,2013-02-11,14.0,2013-02-16
29387,814,54,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29388,816,576,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29389,818,700,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29390,819,172,4,2013-01-31,2013-02-16,2013-02-11,15.0,2013-02-16
29391,820,255,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29392,822,45,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29393,824,576,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29394,826,700,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29395,827,172,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29396,828,255,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29397,830,55,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29398,831,54,1,2013-01-31,2013-02-10,2013-02-11,16.0,2013-02-10
29399,832,54,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29400,833,37,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29401,834,22,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29402,835,22,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29403,836,46,1,2013-01-31,2013-02-10,2013-02-11,1.0,2013-02-10
29404,838,36,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29405,839,40,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29406,840,21,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29407,894,1703,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29408,945,1703,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29409,950,1703,52,2013-01-31,2013-02-16,2013-02-11,2.0,2013-02-16
29410,994,872,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29411,995,576,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29412,996,255,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29413,3,17030,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29414,324,4130,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29415,327,2065,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29416,328,1312,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29417,329,2254,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29418,398,1783,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29419,399,2065,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29420,400,1469,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29421,401,2121,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29422,529,1783,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29423,532,8260,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29424,533,2065,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29425,534,2065,41,2013-01-31,2013-02-10,2013-02-11,4.0,2013-02-10
29426,802,802,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29427,803,562,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29428,804,701,0,2013-01-31,2013-02-16,2013-02-11,,2013-02-16
29429,316,4190,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29430,331,4190,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29431,350,2095,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29432,531,2095,0,2013-01-31,2013-02-10,2013-02-11,,2013-02-10
29433,765,2,0,2013-02-01,2013-02-12,2013-02-12,,2013-02-12
29434,780,2,0,2013-02-01,2013-02-12,2013-02-12,,2013-02-12
29435,781,2,0,2013-02-01,2013-02-12,2013-02-12,,2013-02-12
29436,782,1,0,2013-02-01,2013-02-12,2013-02-12,,2013-02-12
29437,790,1,0,2013-02-01,2013-02-12,2013-02-12,,2013-02-12
29438,794,2,0,2013-02-01,2013-02-12,2013-02-12,,2013-02-12
29439,800,1,0,2013-02-01,2013-02-12,2013-02-12,,2013-02-12
29440,516,5,0,2013-02-01,2013-02-12,2013-02-12,,2013-02-12
29441,517,2,0,2013-02-01,2013-02-12,2013-02-12,,2013-02-12
29442,518,1,0,2013-02-01,2013-02-12,2013-02-12,,2013-02-12
29443,519,3,0,2013-02-01,2013-02-12,2013-02-12,,2013-02-12
29444,719,1,0,2013-02-01,2013-02-11,2013-02-12,,2013-02-11
29445,722,2,0,2013-02-01,2013-02-11,2013-02-12,,2013-02-11
29446,739,2,0,2013-02-01,2013-02-11,2013-02-12,,2013-02-11
29447,742,2,0,2013-02-01,2013-02-11,2013-02-12,,2013-02-11
29448,747,1,0,2013-02-01,2013-02-12,2013-02-12,,2013-02-12
29449,806,11,0,2013-02-01,2013-02-12,2013-02-12,,2013-02-12
29450,810,5,0,2013-02-01,2013-02-12,2013-02-12,,2013-02-12
29451,811,2,0,2013-02-01,2013-02-12,2013-02-12,,2013-02-12
29452,812,1,0,2013-02-01,2013-02-12,2013-02-12,,2013-02-12
29453,813,3,0,2013-02-01,2013-02-12,2013-02-12,,2013-02-12
29454,816,5,0,2013-02-01,2013-02-12,2013-02-12,,2013-02-12
29455,818,2,0,2013-02-01,2013-02-12,2013-02-12,,2013-02-12
29456,819,1,0,2013-02-01,2013-02-12,2013-02-12,,2013-02-12
29457,820,3,0,2013-02-01,2013-02-12,2013-02-12,,2013-02-12
29458,824,5,0,2013-02-01,2013-02-12,2013-02-12,,2013-02-12
29459,826,2,0,2013-02-01,2013-02-12,2013-02-12,,2013-02-12
29460,827,1,0,2013-02-01,2013-02-12,2013-02-12,,2013-02-12
29461,828,3,0,2013-02-01,2013-02-12,2013-02-12,,2013-02-12
29462,835,1,0,2013-02-01,2013-02-11,2013-02-12,,2013-02-11
29463,839,2,0,2013-02-01,2013-02-11,2013-02-12,,2013-02-11
29464,894,11,0,2013-02-01,2013-02-12,2013-02-12,,2013-02-12
29465,945,11,0,2013-02-01,2013-02-12,2013-02-12,,2013-02-12
29466,950,11,0,2013-02-01,2013-02-12,2013-02-12,,2013-02-12
29467,994,3,0,2013-02-01,2013-02-12,2013-02-12,,2013-02-12
29468,995,5,0,2013-02-01,2013-02-12,2013-02-12,,2013-02-12
29469,996,3,0,2013-02-01,2013-02-12,2013-02-12,,2013-02-12
29470,3,110,0,2013-02-01,2013-02-11,2013-02-12,,2013-02-11
29471,324,22,0,2013-02-01,2013-02-11,2013-02-12,,2013-02-11
29472,327,11,0,2013-02-01,2013-02-11,2013-02-12,,2013-02-11
29473,328,10,0,2013-02-01,2013-02-11,2013-02-12,,2013-02-11
29474,329,12,0,2013-02-01,2013-02-11,2013-02-12,,2013-02-11
29475,398,11,0,2013-02-01,2013-02-11,2013-02-12,,2013-02-11
29476,399,11,0,2013-02-01,2013-02-11,2013-02-12,,2013-02-11
29477,400,4,0,2013-02-01,2013-02-11,2013-02-12,,2013-02-11
29478,401,18,0,2013-02-01,2013-02-11,2013-02-12,,2013-02-11
29479,529,11,0,2013-02-01,2013-02-11,2013-02-12,,2013-02-11
29480,532,44,0,2013-02-01,2013-02-11,2013-02-12,,2013-02-11
29481,533,11,0,2013-02-01,2013-02-11,2013-02-12,,2013-02-11
29482,534,11,0,2013-02-01,2013-02-11,2013-02-12,,2013-02-11
29483,802,2,0,2013-02-01,2013-02-12,2013-02-12,,2013-02-12
29484,803,1,0,2013-02-01,2013-02-12,2013-02-12,,2013-02-12
29485,804,8,0,2013-02-01,2013-02-12,2013-02-12,,2013-02-12
29486,316,22,0,2013-02-01,2013-02-11,2013-02-12,,2013-02-11
29487,331,22,0,2013-02-01,2013-02-11,2013-02-12,,2013-02-11
29488,350,11,0,2013-02-01,2013-02-11,2013-02-12,,2013-02-11
29489,531,11,0,2013-02-01,2013-02-11,2013-02-12,,2013-02-11
29490,759,1,0,2013-02-02,2013-02-20,2013-02-13,,2013-02-20
29491,779,1,0,2013-02-02,2013-02-20,2013-02-13,,2013-02-20
29492,782,2,0,2013-02-02,2013-02-20,2013-02-13,,2013-02-20
29493,792,2,0,2013-02-02,2013-02-20,2013-02-13,,2013-02-20
29494,516,3,0,2013-02-02,2013-02-20,2013-02-13,,2013-02-20
29495,517,1,0,2013-02-02,2013-02-20,2013-02-13,,2013-02-20
29496,519,2,0,2013-02-02,2013-02-20,2013-02-13,,2013-02-20
29497,706,2,0,2013-02-02,2013-02-12,2013-02-13,,2013-02-12
29498,728,1,0,2013-02-02,2013-02-12,2013-02-13,,2013-02-12
29499,747,2,0,2013-02-02,2013-02-20,2013-02-13,,2013-02-20
29500,748,1,0,2013-02-02,2013-02-20,2013-02-13,,2013-02-20
29501,806,6,0,2013-02-02,2013-02-20,2013-02-13,,2013-02-20
29502,810,3,0,2013-02-02,2013-02-20,2013-02-13,,2013-02-20
29503,811,1,0,2013-02-02,2013-02-20,2013-02-13,,2013-02-20
29504,813,2,0,2013-02-02,2013-02-20,2013-02-13,,2013-02-20
29505,816,3,0,2013-02-02,2013-02-20,2013-02-13,,2013-02-20
29506,818,1,0,2013-02-02,2013-02-20,2013-02-13,,2013-02-20
29507,820,2,0,2013-02-02,2013-02-20,2013-02-13,,2013-02-20
29508,824,3,0,2013-02-02,2013-02-20,2013-02-13,,2013-02-20
29509,826,1,0,2013-02-02,2013-02-20,2013-02-13,,2013-02-20
29510,828,2,0,2013-02-02,2013-02-20,2013-02-13,,2013-02-20
29511,894,6,0,2013-02-02,2013-02-20,2013-02-13,,2013-02-20
29512,945,6,0,2013-02-02,2013-02-20,2013-02-13,,2013-02-20
29513,950,6,0,2013-02-02,2013-02-20,2013-02-13,,2013-02-20
29514,994,1,0,2013-02-02,2013-02-20,2013-02-13,,2013-02-20
29515,995,3,0,2013-02-02,2013-02-20,2013-02-13,,2013-02-20
29516,996,2,0,2013-02-02,2013-02-20,2013-02-13,,2013-02-20
29517,3,60,0,2013-02-02,2013-02-12,2013-02-13,,2013-02-12
29518,324,12,0,2013-02-02,2013-02-12,2013-02-13,,2013-02-12
29519,327,6,0,2013-02-02,2013-02-12,2013-02-13,,2013-02-12
29520,328,6,0,2013-02-02,2013-02-12,2013-02-13,,2013-02-12
29521,329,6,0,2013-02-02,2013-02-12,2013-02-13,,2013-02-12
29522,398,6,0,2013-02-02,2013-02-12,2013-02-13,,2013-02-12
29523,399,6,0,2013-02-02,2013-02-12,2013-02-13,,2013-02-12
29524,400,2,0,2013-02-02,2013-02-12,2013-02-13,,2013-02-12
29525,401,10,0,2013-02-02,2013-02-12,2013-02-13,,2013-02-12
29526,529,6,0,2013-02-02,2013-02-12,2013-02-13,,2013-02-12
29527,532,24,0,2013-02-02,2013-02-12,2013-02-13,,2013-02-12
29528,533,6,0,2013-02-02,2013-02-12,2013-02-13,,2013-02-12
29529,534,6,0,2013-02-02,2013-02-12,2013-02-13,,2013-02-12
29530,802,1,0,2013-02-02,2013-02-20,2013-02-13,,2013-02-20
29531,804,5,0,2013-02-02,2013-02-20,2013-02-13,,2013-02-20
29532,316,12,0,2013-02-02,2013-02-12,2013-02-13,,2013-02-12
29533,331,12,0,2013-02-02,2013-02-12,2013-02-13,,2013-02-12
29534,350,6,0,2013-02-02,2013-02-12,2013-02-13,,2013-02-12
29535,531,6,0,2013-02-02,2013-02-12,2013-02-13,,2013-02-12
29536,782,2,0,2013-02-03,2013-02-14,2013-02-14,,2013-02-14
29537,791,1,0,2013-02-03,2013-02-14,2013-02-14,,2013-02-14
29538,795,1,0,2013-02-03,2013-02-14,2013-02-14,,2013-02-14
29539,796,1,0,2013-02-03,2013-02-14,2013-02-14,,2013-02-14
29540,801,1,0,2013-02-03,2013-02-14,2013-02-14,,2013-02-14
