transactionid,productid,referenceorderid,referenceorderlineid,transactiondate,transactiontype,quantity,actualcost,modifieddate
48677,711,48392,27,2012-10-30,S,6,20.1865,2012-10-30
48678,714,48392,30,2012-10-30,S,2,31.2437,2012-10-30
48679,715,48392,5,2012-10-30,S,5,31.2437,2012-10-30
48680,716,48392,39,2012-10-30,S,5,31.2437,2012-10-30
48681,722,48392,6,2012-10-30,S,3,226.8571,2012-10-30
48682,725,48392,35,2012-10-30,S,2,249.5428,2012-10-30
48683,726,48392,44,2012-10-30,S,1,249.5428,2012-10-30
48684,729,48392,45,2012-10-30,S,1,249.5428,2012-10-30
48685,730,48392,4,2012-10-30,S,3,249.5428,2012-10-30
48686,736,48392,10,2012-10-30,S,2,226.8571,2012-10-30
48687,738,48392,49,2012-10-30,S,6,226.8571,2012-10-30
48688,760,48392,14,2012-10-30,S,8,563.7528,2012-10-30
48689,761,48392,42,2012-10-30,S,4,563.7528,2012-10-30
48690,762,48392,17,2012-10-30,S,8,563.7528,2012-10-30
48691,763,48392,11,2012-10-30,S,5,563.7528,2012-10-30
48692,764,48392,24,2012-10-30,S,1,563.7528,2012-10-30
48693,765,48392,43,2012-10-30,S,8,563.7528,2012-10-30
48694,770,48392,12,2012-10-30,S,3,563.7528,2012-10-30
48695,789,48392,47,2012-10-30,S,3,1759.212,2012-10-30
48696,790,48392,26,2012-10-30,S,2,1759.212,2012-10-30
48697,791,48392,1,2012-10-30,S,1,1759.212,2012-10-30
48698,793,48392,28,2012-10-30,S,1,1570.725,2012-10-30
48699,794,48392,34,2012-10-30,S,3,1570.725,2012-10-30
48700,795,48392,36,2012-10-30,S,2,1570.725,2012-10-30
48701,797,48392,33,2012-10-30,S,7,720.315,2012-10-30
48702,798,48392,19,2012-10-30,S,2,720.315,2012-10-30
48703,801,48392,25,2012-10-30,S,1,720.315,2012-10-30
48704,813,48392,48,2012-10-30,S,1,80.9089,2012-10-30
48705,819,48392,16,2012-10-30,S,5,183.8049,2012-10-30
48706,820,48392,29,2012-10-30,S,2,244.2444,2012-10-30
48707,826,48392,13,2012-10-30,S,2,83.2981,2012-10-30
48708,833,48392,22,2012-10-30,S,3,400.1583,2012-10-30
48709,835,48392,9,2012-10-30,S,2,400.1583,2012-10-30
48710,836,48392,15,2012-10-30,S,1,400.1583,2012-10-30
48711,838,48392,37,2012-10-30,S,1,963.0091,2012-10-30
48712,841,48392,32,2012-10-30,S,4,38.9935,2012-10-30
48713,843,48392,40,2012-10-30,S,3,15.0,2012-10-30
48714,844,48392,18,2012-10-30,S,3,11.994,2012-10-30
48715,849,48392,7,2012-10-30,S,1,38.9935,2012-10-30
48716,850,48392,21,2012-10-30,S,3,38.9935,2012-10-30
48717,852,48392,46,2012-10-30,S,9,48.7435,2012-10-30
48718,853,48392,23,2012-10-30,S,5,48.7435,2012-10-30
48719,854,48392,31,2012-10-30,S,3,48.7435,2012-10-30
48720,855,48392,8,2012-10-30,S,6,58.4935,2012-10-30
48721,856,48392,3,2012-10-30,S,5,58.4935,2012-10-30
48722,857,48392,20,2012-10-30,S,4,58.4935,2012-10-30
48723,858,48392,41,2012-10-30,S,6,15.3063,2012-10-30
48724,859,48392,38,2012-10-30,S,5,15.3063,2012-10-30
48725,722,48393,30,2012-10-30,S,4,226.8571,2012-10-30
48726,725,48393,28,2012-10-30,S,3,249.5428,2012-10-30
48727,726,48393,35,2012-10-30,S,1,249.5428,2012-10-30
48728,729,48393,37,2012-10-30,S,6,249.5428,2012-10-30
48729,730,48393,6,2012-10-30,S,6,249.5428,2012-10-30
48730,738,48393,26,2012-10-30,S,3,226.8571,2012-10-30
48731,759,48393,36,2012-10-30,S,8,563.7528,2012-10-30
48732,760,48393,16,2012-10-30,S,7,563.7528,2012-10-30
48733,761,48393,5,2012-10-30,S,4,563.7528,2012-10-30
48734,762,48393,24,2012-10-30,S,5,563.7528,2012-10-30
48735,763,48393,10,2012-10-30,S,4,563.7528,2012-10-30
48736,764,48393,8,2012-10-30,S,3,563.7528,2012-10-30
48737,765,48393,22,2012-10-30,S,4,563.7528,2012-10-30
48738,766,48393,31,2012-10-30,S,4,563.7528,2012-10-30
48739,767,48393,12,2012-10-30,S,2,563.7528,2012-10-30
48740,768,48393,1,2012-10-30,S,7,563.7528,2012-10-30
48741,769,48393,13,2012-10-30,S,3,563.7528,2012-10-30
48742,770,48393,27,2012-10-30,S,2,563.7528,2012-10-30
48743,789,48393,3,2012-10-30,S,4,1759.212,2012-10-30
48744,790,48393,17,2012-10-30,S,7,1759.212,2012-10-30
48745,791,48393,32,2012-10-30,S,7,1759.212,2012-10-30
48746,792,48393,33,2012-10-30,S,6,1570.725,2012-10-30
48747,793,48393,4,2012-10-30,S,2,1570.725,2012-10-30
48748,794,48393,7,2012-10-30,S,4,1570.725,2012-10-30
48749,795,48393,29,2012-10-30,S,5,1570.725,2012-10-30
48750,796,48393,21,2012-10-30,S,4,1570.725,2012-10-30
48751,797,48393,15,2012-10-30,S,4,720.315,2012-10-30
48752,798,48393,14,2012-10-30,S,4,720.315,2012-10-30
48753,799,48393,2,2012-10-30,S,2,720.315,2012-10-30
48754,800,48393,11,2012-10-30,S,3,720.315,2012-10-30
48755,801,48393,38,2012-10-30,S,3,720.315,2012-10-30
48756,813,48393,20,2012-10-30,S,3,80.9089,2012-10-30
48757,820,48393,25,2012-10-30,S,2,244.2444,2012-10-30
48758,822,48393,9,2012-10-30,S,3,400.1583,2012-10-30
48759,826,48393,18,2012-10-30,S,3,83.2981,2012-10-30
48760,835,48393,34,2012-10-30,S,6,400.1583,2012-10-30
48761,836,48393,19,2012-10-30,S,4,400.1583,2012-10-30
48762,852,48393,23,2012-10-30,S,1,48.7435,2012-10-30
48763,781,48394,1,2012-10-30,S,2,1491.4221,2012-10-30
48764,707,48395,34,2012-10-30,S,4,20.1865,2012-10-30
48765,708,48395,19,2012-10-30,S,3,20.1865,2012-10-30
48766,711,48395,21,2012-10-30,S,6,20.1865,2012-10-30
48767,712,48395,17,2012-10-30,S,4,5.6187,2012-10-30
48768,714,48395,5,2012-10-30,S,3,31.2437,2012-10-30
48769,715,48395,13,2012-10-30,S,7,31.2437,2012-10-30
48770,716,48395,32,2012-10-30,S,3,31.2437,2012-10-30
48771,743,48395,6,2012-10-30,S,4,907.9127,2012-10-30
48772,748,48395,23,2012-10-30,S,2,917.9363,2012-10-30
48773,779,48395,28,2012-10-30,S,5,1491.4221,2012-10-30
48774,780,48395,30,2012-10-30,S,2,1491.4221,2012-10-30
48775,781,48395,31,2012-10-30,S,4,1491.4221,2012-10-30
48776,782,48395,15,2012-10-30,S,1,1475.3507,2012-10-30
48777,784,48395,12,2012-10-30,S,2,1475.3507,2012-10-30
48778,785,48395,14,2012-10-30,S,3,777.5928,2012-10-30
48779,786,48395,3,2012-10-30,S,1,777.5928,2012-10-30
48780,787,48395,9,2012-10-30,S,2,777.5928,2012-10-30
48781,788,48395,16,2012-10-30,S,4,777.5928,2012-10-30
48782,809,48395,22,2012-10-30,S,2,41.6553,2012-10-30
48783,810,48395,26,2012-10-30,S,4,80.9089,2012-10-30
48784,814,48395,24,2012-10-30,S,2,258.0824,2012-10-30
48785,815,48395,20,2012-10-30,S,3,44.9513,2012-10-30
48786,823,48395,29,2012-10-30,S,1,64.9313,2012-10-30
48787,824,48395,4,2012-10-30,S,3,174.6585,2012-10-30
48788,825,48395,25,2012-10-30,S,3,242.1391,2012-10-30
48789,832,48395,10,2012-10-30,S,4,258.0824,2012-10-30
48790,843,48395,7,2012-10-30,S,1,15.0,2012-10-30
48791,844,48395,1,2012-10-30,S,5,11.994,2012-10-30
48792,849,48395,2,2012-10-30,S,2,38.9935,2012-10-30
48793,852,48395,27,2012-10-30,S,1,48.7435,2012-10-30
48794,854,48395,8,2012-10-30,S,3,48.7435,2012-10-30
48795,856,48395,18,2012-10-30,S,5,58.4935,2012-10-30
48796,861,48395,11,2012-10-30,S,2,24.6935,2012-10-30
48797,862,48395,33,2012-10-30,S,10,24.6935,2012-10-30
48798,739,48396,19,2012-10-30,S,3,917.9363,2012-10-30
48799,742,48396,11,2012-10-30,S,2,917.9363,2012-10-30
48800,743,48396,17,2012-10-30,S,2,907.9127,2012-10-30
48801,747,48396,4,2012-10-30,S,1,907.9127,2012-10-30
48802,748,48396,16,2012-10-30,S,1,917.9363,2012-10-30
48803,779,48396,5,2012-10-30,S,1,1491.4221,2012-10-30
48804,780,48396,18,2012-10-30,S,5,1491.4221,2012-10-30
48805,781,48396,7,2012-10-30,S,1,1491.4221,2012-10-30
48806,782,48396,12,2012-10-30,S,2,1475.3507,2012-10-30
48807,783,48396,3,2012-10-30,S,3,1475.3507,2012-10-30
48808,784,48396,24,2012-10-30,S,1,1475.3507,2012-10-30
48809,785,48396,9,2012-10-30,S,2,777.5928,2012-10-30
48810,786,48396,1,2012-10-30,S,2,777.5928,2012-10-30
48811,787,48396,8,2012-10-30,S,3,777.5928,2012-10-30
48812,788,48396,21,2012-10-30,S,1,777.5928,2012-10-30
48813,802,48396,23,2012-10-30,S,3,109.6828,2012-10-30
48814,804,48396,20,2012-10-30,S,4,169.8226,2012-10-30
48815,806,48396,25,2012-10-30,S,5,75.6946,2012-10-30
48816,807,48396,10,2012-10-30,S,3,92.3002,2012-10-30
48817,808,48396,6,2012-10-30,S,2,29.9633,2012-10-30
48818,814,48396,26,2012-10-30,S,3,258.0824,2012-10-30
48819,824,48396,14,2012-10-30,S,1,174.6585,2012-10-30
48820,831,48396,27,2012-10-30,S,4,258.0824,2012-10-30
48821,832,48396,15,2012-10-30,S,1,258.0824,2012-10-30
48822,841,48396,22,2012-10-30,S,1,38.9935,2012-10-30
48823,862,48396,2,2012-10-30,S,10,24.6935,2012-10-30
48824,863,48396,13,2012-10-30,S,6,24.6935,2012-10-30
48825,742,48397,26,2012-10-30,S,1,917.9363,2012-10-30
48826,743,48397,1,2012-10-30,S,3,907.9127,2012-10-30
48827,747,48397,17,2012-10-30,S,1,907.9127,2012-10-30
48828,779,48397,7,2012-10-30,S,4,1491.4221,2012-10-30
48829,780,48397,2,2012-10-30,S,1,1491.4221,2012-10-30
48830,781,48397,25,2012-10-30,S,3,1491.4221,2012-10-30
48831,782,48397,10,2012-10-30,S,3,1475.3507,2012-10-30
48832,783,48397,16,2012-10-30,S,2,1475.3507,2012-10-30
48833,784,48397,3,2012-10-30,S,1,1475.3507,2012-10-30
48834,785,48397,8,2012-10-30,S,2,777.5928,2012-10-30
48835,786,48397,5,2012-10-30,S,4,777.5928,2012-10-30
48836,787,48397,22,2012-10-30,S,1,777.5928,2012-10-30
48837,788,48397,21,2012-10-30,S,1,777.5928,2012-10-30
48838,802,48397,23,2012-10-30,S,2,109.6828,2012-10-30
48839,804,48397,13,2012-10-30,S,5,169.8226,2012-10-30
48840,806,48397,4,2012-10-30,S,7,75.6946,2012-10-30
48841,807,48397,19,2012-10-30,S,1,92.3002,2012-10-30
48842,808,48397,15,2012-10-30,S,1,29.9633,2012-10-30
48843,809,48397,14,2012-10-30,S,1,41.6553,2012-10-30
48844,814,48397,18,2012-10-30,S,1,258.0824,2012-10-30
48845,815,48397,9,2012-10-30,S,3,44.9513,2012-10-30
48846,825,48397,24,2012-10-30,S,6,242.1391,2012-10-30
48847,831,48397,12,2012-10-30,S,1,258.0824,2012-10-30
48848,832,48397,6,2012-10-30,S,4,258.0824,2012-10-30
48849,862,48397,11,2012-10-30,S,4,24.6935,2012-10-30
48850,863,48397,20,2012-10-30,S,9,24.6935,2012-10-30
48851,782,48398,1,2012-10-30,S,2,1475.3507,2012-10-30
48852,783,48398,3,2012-10-30,S,1,1475.3507,2012-10-30
48853,861,48398,2,2012-10-30,S,1,24.6935,2012-10-30
48854,782,48399,2,2012-10-30,S,1,1475.3507,2012-10-30
48855,783,48399,3,2012-10-30,S,1,1475.3507,2012-10-30
48856,861,48399,1,2012-10-30,S,1,24.6935,2012-10-30
48857,862,48399,5,2012-10-30,S,2,24.6935,2012-10-30
48858,863,48399,4,2012-10-30,S,3,24.6935,2012-10-30
48859,762,48400,1,2012-10-30,S,1,782.99,2012-10-30
48860,794,48401,1,2012-10-30,S,1,2181.5625,2012-10-30
48861,796,48402,1,2012-10-30,S,1,2181.5625,2012-10-30
48862,798,48403,1,2012-10-30,S,1,1000.4375,2012-10-30
48863,795,48404,1,2012-10-30,S,1,2181.5625,2012-10-30
48864,781,48405,1,2012-10-30,S,1,2071.4196,2012-10-30
48865,762,48406,1,2012-10-30,S,1,782.99,2012-10-30
48866,794,48407,1,2012-10-30,S,1,2181.5625,2012-10-30
48867,796,48408,1,2012-10-30,S,1,2181.5625,2012-10-30
48868,791,48409,1,2012-10-30,S,1,2443.35,2012-10-30
48869,782,48410,1,2012-10-30,S,1,2049.0982,2012-10-30
48870,761,24041,0,2012-10-31,W,1,0.0,2012-10-31
48871,781,24042,0,2012-10-31,W,1,0.0,2012-10-31
48872,790,24043,0,2012-10-31,W,1,0.0,2012-10-31
48873,791,24044,0,2012-10-31,W,1,0.0,2012-10-31
48874,792,24045,0,2012-10-31,W,1,0.0,2012-10-31
48875,800,24046,0,2012-10-31,W,1,0.0,2012-10-31
48876,516,24047,0,2012-10-31,W,1,0.0,2012-10-31
48877,517,24048,0,2012-10-31,W,1,0.0,2012-10-31
48878,518,24049,0,2012-10-31,W,1,0.0,2012-10-31
48879,519,24050,0,2012-10-31,W,3,0.0,2012-10-31
48880,706,24051,0,2012-10-31,W,1,0.0,2012-10-31
48881,719,24052,0,2012-10-31,W,1,0.0,2012-10-31
48882,720,24053,0,2012-10-31,W,1,0.0,2012-10-31
48883,730,24054,0,2012-10-31,W,1,0.0,2012-10-31
48884,742,24055,0,2012-10-31,W,1,0.0,2012-10-31
48885,806,24056,0,2012-10-31,W,6,0.0,2012-10-31
48886,810,24057,0,2012-10-31,W,1,0.0,2012-10-31
48887,811,24058,0,2012-10-31,W,1,0.0,2012-10-31
48888,812,24059,0,2012-10-31,W,1,0.0,2012-10-31
48889,813,24060,0,2012-10-31,W,3,0.0,2012-10-31
48890,816,24061,0,2012-10-31,W,1,0.0,2012-10-31
48891,818,24062,0,2012-10-31,W,1,0.0,2012-10-31
48892,819,24063,0,2012-10-31,W,1,0.0,2012-10-31
48893,820,24064,0,2012-10-31,W,3,0.0,2012-10-31
48894,824,24065,0,2012-10-31,W,1,0.0,2012-10-31
48895,826,24066,0,2012-10-31,W,1,0.0,2012-10-31
48896,827,24067,0,2012-10-31,W,1,0.0,2012-10-31
48897,828,24068,0,2012-10-31,W,3,0.0,2012-10-31
48898,835,24069,0,2012-10-31,W,1,0.0,2012-10-31
48899,894,24070,0,2012-10-31,W,6,0.0,2012-10-31
48900,945,24071,0,2012-10-31,W,6,0.0,2012-10-31
48901,950,24072,0,2012-10-31,W,6,0.0,2012-10-31
48902,994,24073,0,2012-10-31,W,2,0.0,2012-10-31
48903,995,24074,0,2012-10-31,W,1,0.0,2012-10-31
48904,996,24075,0,2012-10-31,W,3,0.0,2012-10-31
48905,3,24076,0,2012-10-31,W,60,0.0,2012-10-31
48906,324,24077,0,2012-10-31,W,12,0.0,2012-10-31
48907,327,24078,0,2012-10-31,W,6,0.0,2012-10-31
48908,328,24079,0,2012-10-31,W,2,0.0,2012-10-31
48909,329,24080,0,2012-10-31,W,10,0.0,2012-10-31
48910,398,24081,0,2012-10-31,W,6,0.0,2012-10-31
48911,399,24082,0,2012-10-31,W,6,0.0,2012-10-31
48912,400,24083,0,2012-10-31,W,2,0.0,2012-10-31
48913,401,24084,0,2012-10-31,W,10,0.0,2012-10-31
48914,529,24085,0,2012-10-31,W,6,0.0,2012-10-31
48915,532,24086,0,2012-10-31,W,24,0.0,2012-10-31
48916,533,24087,0,2012-10-31,W,6,0.0,2012-10-31
48917,534,24088,0,2012-10-31,W,6,0.0,2012-10-31
48918,802,24089,0,2012-10-31,W,1,0.0,2012-10-31
48919,803,24090,0,2012-10-31,W,1,0.0,2012-10-31
48920,804,24091,0,2012-10-31,W,4,0.0,2012-10-31
48921,316,24092,0,2012-10-31,W,12,0.0,2012-10-31
48922,331,24093,0,2012-10-31,W,12,0.0,2012-10-31
48923,350,24094,0,2012-10-31,W,6,0.0,2012-10-31
48924,531,24095,0,2012-10-31,W,6,0.0,2012-10-31
48925,792,48411,1,2012-10-31,S,1,2181.5625,2012-10-31
48926,770,48412,1,2012-10-31,S,1,782.99,2012-10-31
48927,798,48413,1,2012-10-31,S,1,1000.4375,2012-10-31
48928,790,48414,1,2012-10-31,S,1,2443.35,2012-10-31
48929,781,48415,1,2012-10-31,S,1,2071.4196,2012-10-31
48930,759,48416,1,2012-10-31,S,1,782.99,2012-10-31
48931,789,48417,1,2012-10-31,S,1,2443.35,2012-10-31
48932,779,48418,1,2012-10-31,S,1,2071.4196,2012-10-31
48933,768,48419,1,2012-10-31,S,1,782.99,2012-10-31
48934,760,24096,0,2012-11-01,W,2,0.0,2012-11-01
48935,783,24097,0,2012-11-01,W,1,0.0,2012-11-01
48936,784,24098,0,2012-11-01,W,1,0.0,2012-11-01
48937,789,24099,0,2012-11-01,W,1,0.0,2012-11-01
48938,792,24100,0,2012-11-01,W,1,0.0,2012-11-01
48939,795,24101,0,2012-11-01,W,2,0.0,2012-11-01
48940,797,24102,0,2012-11-01,W,1,0.0,2012-11-01
48941,516,24103,0,2012-11-01,W,2,0.0,2012-11-01
48942,517,24104,0,2012-11-01,W,2,0.0,2012-11-01
48943,518,24105,0,2012-11-01,W,1,0.0,2012-11-01
48944,519,24106,0,2012-11-01,W,4,0.0,2012-11-01
48945,706,24107,0,2012-11-01,W,1,0.0,2012-11-01
48946,718,24108,0,2012-11-01,W,1,0.0,2012-11-01
48947,729,24109,0,2012-11-01,W,2,0.0,2012-11-01
48948,743,24110,0,2012-11-01,W,1,0.0,2012-11-01
48949,746,24111,0,2012-11-01,W,1,0.0,2012-11-01
48950,806,24112,0,2012-11-01,W,9,0.0,2012-11-01
48951,810,24113,0,2012-11-01,W,2,0.0,2012-11-01
48952,811,24114,0,2012-11-01,W,2,0.0,2012-11-01
48953,812,24115,0,2012-11-01,W,1,0.0,2012-11-01
48954,813,24116,0,2012-11-01,W,4,0.0,2012-11-01
48955,816,24117,0,2012-11-01,W,2,0.0,2012-11-01
48956,818,24118,0,2012-11-01,W,2,0.0,2012-11-01
48957,819,24119,0,2012-11-01,W,1,0.0,2012-11-01
48958,820,24120,0,2012-11-01,W,4,0.0,2012-11-01
48959,822,24121,0,2012-11-01,W,1,0.0,2012-11-01
48960,824,24122,0,2012-11-01,W,2,0.0,2012-11-01
48961,826,24123,0,2012-11-01,W,2,0.0,2012-11-01
48962,827,24124,0,2012-11-01,W,1,0.0,2012-11-01
48963,828,24125,0,2012-11-01,W,4,0.0,2012-11-01
48964,840,24126,0,2012-11-01,W,2,0.0,2012-11-01
48965,894,24127,0,2012-11-01,W,9,0.0,2012-11-01
48966,945,24128,0,2012-11-01,W,9,0.0,2012-11-01
48967,950,24129,0,2012-11-01,W,9,0.0,2012-11-01
48968,994,24130,0,2012-11-01,W,3,0.0,2012-11-01
48969,995,24131,0,2012-11-01,W,2,0.0,2012-11-01
48970,996,24132,0,2012-11-01,W,4,0.0,2012-11-01
48971,3,24133,0,2012-11-01,W,90,0.0,2012-11-01
48972,324,24134,0,2012-11-01,W,18,0.0,2012-11-01
48973,327,24135,0,2012-11-01,W,9,0.0,2012-11-01
48974,328,24136,0,2012-11-01,W,4,0.0,2012-11-01
48975,329,24137,0,2012-11-01,W,14,0.0,2012-11-01
48976,398,24138,0,2012-11-01,W,9,0.0,2012-11-01
48977,399,24139,0,2012-11-01,W,9,0.0,2012-11-01
48978,400,24140,0,2012-11-01,W,4,0.0,2012-11-01
48979,401,24141,0,2012-11-01,W,14,0.0,2012-11-01
48980,529,24142,0,2012-11-01,W,9,0.0,2012-11-01
48981,532,24143,0,2012-11-01,W,36,0.0,2012-11-01
48982,533,24144,0,2012-11-01,W,9,0.0,2012-11-01
48983,534,24145,0,2012-11-01,W,9,0.0,2012-11-01
48984,802,24146,0,2012-11-01,W,2,0.0,2012-11-01
48985,803,24147,0,2012-11-01,W,1,0.0,2012-11-01
48986,804,24148,0,2012-11-01,W,6,0.0,2012-11-01
48987,316,24149,0,2012-11-01,W,18,0.0,2012-11-01
48988,331,24150,0,2012-11-01,W,18,0.0,2012-11-01
48989,350,24151,0,2012-11-01,W,9,0.0,2012-11-01
48990,531,24152,0,2012-11-01,W,9,0.0,2012-11-01
48991,795,48420,1,2012-11-01,S,1,2181.5625,2012-11-01
48992,800,48421,1,2012-11-01,S,1,1000.4375,2012-11-01
48993,796,48422,1,2012-11-01,S,1,2181.5625,2012-11-01
48994,769,48423,1,2012-11-01,S,1,782.99,2012-11-01
48995,795,48424,1,2012-11-01,S,1,2181.5625,2012-11-01
48996,796,48425,1,2012-11-01,S,1,2181.5625,2012-11-01
48997,798,48426,1,2012-11-01,S,1,1000.4375,2012-11-01
48998,801,48427,1,2012-11-01,S,1,1000.4375,2012-11-01
48999,792,48428,1,2012-11-01,S,1,2181.5625,2012-11-01
49000,779,48429,1,2012-11-01,S,1,2071.4196,2012-11-01
49001,783,48430,1,2012-11-01,S,1,2049.0982,2012-11-01
49002,780,48431,1,2012-11-01,S,1,2071.4196,2012-11-01
49003,795,48432,1,2012-11-01,S,1,2181.5625,2012-11-01
49004,796,48433,1,2012-11-01,S,1,2181.5625,2012-11-01
49005,795,48434,1,2012-11-01,S,1,2181.5625,2012-11-01
49006,795,48435,1,2012-11-01,S,1,2181.5625,2012-11-01
49007,717,24153,0,2012-11-02,W,11,0.0,2012-11-02
49008,718,24154,0,2012-11-02,W,17,0.0,2012-11-02
49009,722,24155,0,2012-11-02,W,31,0.0,2012-11-02
49010,725,24156,0,2012-11-02,W,43,0.0,2012-11-02
49011,726,24157,0,2012-11-02,W,40,0.0,2012-11-02
49012,727,24158,0,2012-11-02,W,6,0.0,2012-11-02
49013,729,24159,0,2012-11-02,W,51,0.0,2012-11-02
49014,730,24160,0,2012-11-02,W,62,0.0,2012-11-02
49015,736,24161,0,2012-11-02,W,10,0.0,2012-11-02
49016,738,24162,0,2012-11-02,W,45,0.0,2012-11-02
49017,739,24163,0,2012-11-02,W,19,0.0,2012-11-02
49018,742,24164,0,2012-11-02,W,33,0.0,2012-11-02
49019,743,24165,0,2012-11-02,W,52,0.0,2012-11-02
49020,747,24166,0,2012-11-02,W,25,0.0,2012-11-02
49021,748,24167,0,2012-11-02,W,42,0.0,2012-11-02
49022,759,24168,0,2012-11-02,W,18,0.0,2012-11-02
49023,760,24169,0,2012-11-02,W,124,0.0,2012-11-02
49024,761,24170,0,2012-11-02,W,92,0.0,2012-11-02
49025,762,24171,0,2012-11-02,W,121,0.0,2012-11-02
49026,763,24172,0,2012-11-02,W,87,0.0,2012-11-02
49027,764,24173,0,2012-11-02,W,52,0.0,2012-11-02
49028,765,24174,0,2012-11-02,W,81,0.0,2012-11-02
49029,766,24175,0,2012-11-02,W,54,0.0,2012-11-02
49030,767,24176,0,2012-11-02,W,20,0.0,2012-11-02
49031,768,24177,0,2012-11-02,W,52,0.0,2012-11-02
49032,769,24178,0,2012-11-02,W,24,0.0,2012-11-02
49033,770,24179,0,2012-11-02,W,96,0.0,2012-11-02
49034,779,24180,0,2012-11-02,W,71,0.0,2012-11-02
49035,780,24181,0,2012-11-02,W,95,0.0,2012-11-02
49036,781,24182,0,2012-11-02,W,106,0.0,2012-11-02
49037,782,24183,0,2012-11-02,W,103,0.0,2012-11-02
49038,783,24184,0,2012-11-02,W,91,0.0,2012-11-02
49039,784,24185,0,2012-11-02,W,57,0.0,2012-11-02
49040,785,24186,0,2012-11-02,W,61,0.0,2012-11-02
49041,786,24187,0,2012-11-02,W,69,0.0,2012-11-02
49042,787,24188,0,2012-11-02,W,61,0.0,2012-11-02
49043,788,24189,0,2012-11-02,W,56,0.0,2012-11-02
49044,789,24190,0,2012-11-02,W,45,0.0,2012-11-02
49045,790,24191,0,2012-11-02,W,48,0.0,2012-11-02
49046,791,24192,0,2012-11-02,W,35,0.0,2012-11-02
49047,792,24193,0,2012-11-02,W,24,0.0,2012-11-02
49048,793,24194,0,2012-11-02,W,54,0.0,2012-11-02
49049,794,24195,0,2012-11-02,W,38,0.0,2012-11-02
49050,795,24196,0,2012-11-02,W,46,0.0,2012-11-02
49051,796,24197,0,2012-11-02,W,26,0.0,2012-11-02
49052,797,24198,0,2012-11-02,W,62,0.0,2012-11-02
49053,798,24199,0,2012-11-02,W,42,0.0,2012-11-02
49054,799,24200,0,2012-11-02,W,32,0.0,2012-11-02
49055,800,24201,0,2012-11-02,W,19,0.0,2012-11-02
49056,801,24202,0,2012-11-02,W,56,0.0,2012-11-02
49057,802,24203,0,2012-11-02,W,31,0.0,2012-11-02
49058,804,24204,0,2012-11-02,W,52,0.0,2012-11-02
49059,805,24205,0,2012-11-02,W,8,0.0,2012-11-02
49060,806,24206,0,2012-11-02,W,60,0.0,2012-11-02
49061,807,24207,0,2012-11-02,W,32,0.0,2012-11-02
49062,808,24208,0,2012-11-02,W,24,0.0,2012-11-02
49063,809,24209,0,2012-11-02,W,49,0.0,2012-11-02
49064,810,24210,0,2012-11-02,W,19,0.0,2012-11-02
49065,813,24211,0,2012-11-02,W,36,0.0,2012-11-02
49066,814,24212,0,2012-11-02,W,40,0.0,2012-11-02
49067,815,24213,0,2012-11-02,W,53,0.0,2012-11-02
49068,816,24214,0,2012-11-02,W,22,0.0,2012-11-02
49069,817,24215,0,2012-11-02,W,11,0.0,2012-11-02
49070,819,24216,0,2012-11-02,W,37,0.0,2012-11-02
49071,820,24217,0,2012-11-02,W,38,0.0,2012-11-02
49072,822,24218,0,2012-11-02,W,39,0.0,2012-11-02
49073,823,24219,0,2012-11-02,W,18,0.0,2012-11-02
49074,824,24220,0,2012-11-02,W,81,0.0,2012-11-02
49075,825,24221,0,2012-11-02,W,67,0.0,2012-11-02
49076,826,24222,0,2012-11-02,W,56,0.0,2012-11-02
49077,831,24223,0,2012-11-02,W,47,0.0,2012-11-02
49078,832,24224,0,2012-11-02,W,80,0.0,2012-11-02
49079,833,24225,0,2012-11-02,W,14,0.0,2012-11-02
49080,835,24226,0,2012-11-02,W,55,0.0,2012-11-02
49081,836,24227,0,2012-11-02,W,48,0.0,2012-11-02
49082,838,24228,0,2012-11-02,W,19,0.0,2012-11-02
49083,515,24229,0,2012-11-02,W,247,0.0,2012-11-02
49084,516,24230,0,2012-11-02,W,523,0.0,2012-11-02
49085,517,24231,0,2012-11-02,W,821,0.0,2012-11-02
49086,518,24232,0,2012-11-02,W,211,0.0,2012-11-02
49087,519,24233,0,2012-11-02,W,316,0.0,2012-11-02
49088,680,24234,0,2012-11-02,W,26,0.0,2012-11-02
49089,706,24235,0,2012-11-02,W,24,0.0,2012-11-02
49090,718,24236,0,2012-11-02,W,45,0.0,2012-11-02
49091,719,24237,0,2012-11-02,W,48,0.0,2012-11-02
49092,720,24238,0,2012-11-02,W,35,0.0,2012-11-02
49093,722,24239,0,2012-11-02,W,81,0.0,2012-11-02
49094,723,24240,0,2012-11-02,W,54,0.0,2012-11-02
49095,724,24241,0,2012-11-02,W,20,0.0,2012-11-02
49096,725,24242,0,2012-11-02,W,121,0.0,2012-11-02
49097,726,24243,0,2012-11-02,W,87,0.0,2012-11-02
49098,727,24244,0,2012-11-02,W,52,0.0,2012-11-02
49099,728,24245,0,2012-11-02,W,18,0.0,2012-11-02
49100,729,24246,0,2012-11-02,W,124,0.0,2012-11-02
49101,730,24247,0,2012-11-02,W,92,0.0,2012-11-02
49102,736,24248,0,2012-11-02,W,52,0.0,2012-11-02
49103,737,24249,0,2012-11-02,W,24,0.0,2012-11-02
49104,738,24250,0,2012-11-02,W,96,0.0,2012-11-02
